"Missing Age","State"
"18 Years","NY"
"15 Years","PA"
"35 Years","GA"
"28 Years","OH"
"36 Years","NC"
"27 Years","AL"
"39 Years","PA"
"69 Years","SC"
"30 Years","NY"
"41 Years","PA"
"17 Years","OH"
"32 Years","NY"
"18 Years","MD"
"18 Years","NY"
"17 Years","PA"
"26 Years","OH"
"15 Years","SC"
"54 Years","GA"
"36 Years","NY"
"32 Years","KY"
"19 Years","NY"
"30 Years","NY"
"48 Years","KY"
"49 Years","KY"
"24 Years","KY"
"53 Years","NC"
"16 Years","NY"
"14 Years","VA"
"14 Years","VA"
"29 Years","NY"
"3 Years","NY"
"6 Years","NY"
"22 Years","VA"
"22 Years","PA"
"24 Years","NY"
"36 Years","NY"
"29 Years","PA"
"33 Years","KY"
"19 Years","NY"
"28 Years","MD"
"18 Years","VA"
"73 Years","KY"
"28 Years","NY"
"16 Years","NC"
"14 Years","NY"
"25 Years","MD"
"53 Years","NY"
"21 Years","PA"
"22 Years","NY"
"22 Years","PA"
"63 Years","NY"
"14 Years","MD"
"40 Years","OH"
"27 Years","NY"
"27 Years","NY"
"22 Years","NY"
"82 Years","NY"
"39 Years","TN"
"19 Years","NY"
"14 Years","OH"
"18 Years","OH"
"51 Years","NY"
"18 Years","VA"
"32 Years","NY"
"17 Years","NY"
"21 Years","NY"
"22 Years","PA"
"18 Years","GA"
"13 Years","PA"
"23 - 25 Years","GA"
"22 Years","NY"
"62 Years","KY"
"22 Years","TN"
"51 Years","GA"
"46 Years","WV"
"21 Years","NC"
"29 Years","MD"
"14 Years","PA"
"21 Years","KY"
"25 Years","NY"
"65 Years","NY"
"15 Years","PA"
"71 Years","NC"
"15 Years","PA"
"54 Years","PA"
"16 Years","NY"
"2 Years","PA"
"18 Years","NC"
"10 Years","MD"
"12 Years","MD"
"73 Years","PA"
"46 Years","AL"
"24 Years","NY"
"22 Years","VA"
"63 Years","OH"
"21 Years","OH"
"17 Years","NC"
"22 Years","KY"
"16 Years","NY"
"29 Years","PA"
"25 Years","OH"
"15 Years","SC"
"69 Years","AL"
"32 Years","NY"
"29 Years","KY"
"24 Years","OH"
"27 Years","WV"
"20 Years","NY"
"23 Years","GA"
"13 Years","VA"
"23 Years","GA"
"33 Years","NY"
"37 Years","OH"
"56 Years","NY"
"30 Years","OH"
"17 Years","PA"
"41 Years","AL"
"24 Years","NY"
"18 Years","PA"
"13 Years","OH"
"17 Years","NY"
"3 Years","AL"
"20 Years","NY"
"53 Years","VA"
"80 Years","VA"
"15 Years","NY"
"16 Years","NY"
"29 Years","NY"
"22 Years","WV"
"26 Years","OH"
"18 Years","VA"
"29 Years","OH"
"14 Years","VA"
"12 Years","NY"
"21 Years","PA"
"42 Years","OH"
"54 Years","PA"
"47 Years","PA"
"24 Years","SC"
"15 Years","NY"
"5 Years","NY"
"34 Years","NY"
"16 Years","GA"
"16 Years","VA"
"9 Years","SC"
"51 Years","GA"
"37 Years","KY"
"3 Years","MD"
"20 Years","NY"
"41 Years","PA"
"21 Years","PA"
"55 Years","NY"
"9 Years","GA"
"22 Years","TN"
"13 Years","NY"
"11 Years","SC"
"14 Years","NY"
"8 Years","NY"
"24 Years","NY"
"64 Years","PA"
"38 Years","MD"
"27 Years","KY"
"36 Years","KY"
"16 Years","NY"
"14 Years","NC"
"22 Years","PA"
"42 Years","NY"
"34 Years","OH"
"48 Years","OH"
"45 Years","NC"
"23 Years","GA"
"2 Years","MD"
"21 - 22 Years","MD"
"72 Years","NY"
"52 Years","PA"
"21 Years","OH"
"15 Years","NY"
"6 Years","TN"
"60 Years","NY"
"18 Years","NY"
"4 Years","MD"
"13 Years","NC"
"22 Years","NY"
"35 Years","PA"
"9 Years","MD"
"24 Years","MS"
"62 Years","PA"
"69 Years","NY"
"18 Years","OH"
"58 Years","NY"
"37 Years","NY"
"27 Years","GA"
"56 Years","VA"
"40 Years","NY"
"35 Years","VA"
"34 Years","MD"
"38 Years","KY"
"14 Years","PA"
"47 Years","NY"
"45 Years","TN"
"22 Years","OH"
"25 Years","GA"
"35 Years","WV"
"68 Years","TN"
"37 Years","TN"
"17 Years","OH"
"6 Years","PA"
"9 Years","OH"
"9 Years","OH"
"11 Years","NC"
"7 Years","NC"
"16 Years","TN"
"43 Years","KY"
"23 Years","KY"
"18 Years","OH"
"52 Years","NC"
"20 Years","NY"
"5 Years","NC"
"2 Years","NC"
"7 Years","NC"
"39 Years","PA"
"10 Years","PA"
"41 Years","NY"
"47 Years","PA"
"46 Years","KY"
"59 Years","NY"
"34 Years","TN"
"22 Years","MS"
"30 Years","PA"
"29 Years","MD"
"4 Years","AL"
"49 - 50 Years","PA"
"15 Years","PA"
"< 1 Year","WV"
"37 Years","OH"
"16 Years","VA"
"2 Years","NY"
"1 Year","NY"
"27 Years","NC"
"15 Years","OH"
"27 Years","NY"
"19 Years","OH"
"27 Years","NY"
"10 Years","OH"
"31 Years","NY"
"20 Years","OH"
"40 Years","PA"
"16 Years","KY"
"27 Years","WV"
"16 Years","PA"
"11 Years","MD"
"23 Years","NY"
"4 Years","NC"
"36 Years","NC"
"4 Years","PA"
"21 Years","OH"
"4 Years","OH"
